1.000000000000000000e+00,2.638948200906857111e-01,-3.621554621102500704e-01,6.987154096587040453e-01,1.050120043871647091e-01,-1.360398783774957321e-01,5.957544518468722572e-01,-5.126497543762656983e-01,-7.326830956410947115e-02
-1.000000000000000000e+00,6.628235393505593764e-01,-2.277479349915626505e-01,-1.403968127618226536e+00,1.033538083615606773e+01,3.638733315523616785e-01,-1.767922989945884885e-02,2.695085344465414368e-01,-7.326830956410947115e-02
-1.000000000000000000e+00,5.540247977342313002e-01,1.879011908682748144e+00,6.745048910947785137e-01,-1.364773886374230361e-01,1.867214016947263975e-03,1.209188133593203318e+00,4.929823312530580148e-01,-7.326830956410947115e-02
-1.000000000000000000e+00,-8.603588432780454598e-01,-1.428038409725888025e+00,-1.979774960796921501e+00,-1.365877934944415673e+00,-8.945288865469352979e-01,-7.902259807409195425e-02,9.957983740677194273e-01,-7.326830956410947115e-02
-1.000000000000000000e+00,-4.614301240181744590e-01,-1.331139959942648110e+00,-1.938213570595515911e+00,-1.146342123103881283e+00,-5.325227690115208468e-01,-1.060516488868221696e+00,2.001430459697043140e+00,-7.326830956410947115e-02
1.000000000000000000e+00,-3.163651351964003600e-01,2.379132939822050652e+00,1.000539874422308628e+00,-8.389919865271331378e-01,1.794659415144713055e+00,-1.060516488868221696e+00,-2.333075083681202810e-01,-7.326830956410947115e-02
1.000000000000000000e+00,5.540247977342313002e-01,1.879011908682748144e+00,6.745048910947785137e-01,-1.364773886374230361e-01,5.190188104961103166e-01,-1.403659662487250770e-01,-1.015465797190927333e+00,-7.326830956410947115e-02
-1.000000000000000000e+00,4.270929325151803235e-01,-5.559523616767297893e-01,-3.282140860944696148e-01,-2.901524569257971087e-01,1.225359198620857987e-01,-5.084261752965237857e-01,-5.126497543762656983e-01,-7.326830956410947115e-02
1.000000000000000000e+00,2.094954492825217285e-01,1.003800104188969033e+00,6.163996465413573711e-01,1.049015995301462612e+00,6.052107432426375722e-01,5.957544518468722572e-01,2.001430459697043140e+00,-7.326830956410947115e-02
1.000000000000000000e+00,2.276285728852447676e-01,1.293531124422664727e-02,8.972416618828928936e-01,-5.535954311344384315e-01,3.811117181016673294e-01,-5.697695434711568252e-01,-7.361235511827820543e-01,-7.326830956410947115e-02
-1.000000000000000000e+00,-1.640083158195072333e+00,-8.466477110264490902e-01,4.747681129423930724e-01,-1.563460165600896401e+00,1.536083616905131510e+00,-5.697695434711568252e-01,-7.361235511827820543e-01,-7.326830956410947115e-02
